date,value,topic,variable_long,variable_short,location,unit,source,update,public,description
2019-09-30,257,Soziales,Beratungsinhalt Verschiedenes,inhalt_verschiedenes,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,NA,Soziales,Geschlecht Divers,geschlecht_divers,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,650,Soziales,Geschlecht Männlich,geschlecht_maennlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,42,Soziales,Geschlecht nicht bestimmbar,geschlecht_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,1696,Soziales,Geschlecht Weiblich,geschlecht_weiblich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,3430,Soziales,Kontaktaufnahmen total,kontaktaufnahmen_total,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,761,Soziales,Kontakthäufigkeit Erster Kontakt,kontakt_erstmalig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,756,Soziales,"Kontakthäufigkeit Gelegentlicher, wiederholter Kontakt",kontakt_gelegentlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,871,Soziales,Kontakthäufigkeit Regelmässiger Kontakt,kontakt_regelmaessig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,NA,Soziales,Zusätzliche Beanspruchung aufgelegt,zus_beanspruchung_aufgelegt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,NA,Soziales,Zusätzliche Beanspruchung Chat ohne Inhalt,zus_beanspruchung_chat_ohne_inhalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,85,Soziales,Zusätzliche Beanspruchung Fehlanruf,zus_beanspruchung_fehlanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,7,Soziales,Zusätzliche Beanspruchung Juxanruf,zus_beanspruchung_juxanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,322,Soziales,Zusätzliche Beanspruchung Schweigeanruf,zus_beanspruchung_schweigeanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-09-30,628,Soziales,Zusätzliche Beanspruchung Verschobenes Gespräch,zus_beanspruchung_verschobenes_gespraech,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,551,Soziales,Alter 19 - 40 J.,alter_19_bis_40,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,1062,Soziales,Alter 41 - 65 J.,alter_41_bis_65,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,51,Soziales,Alter bis 18 J.,alter_bis_18,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,246,Soziales,Alter nicht bestimmbar,alter_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,820,Soziales,Alter über 65 J.,alter_ue65,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,1369,Soziales,Beratungsinhalt Alltagsbewältigung,inhalt_alltagsbewaeltigung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,204,Soziales,Beratungsinhalt Arbeit / Ausbildung,inhalt_arbeit_ausbildung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,207,Soziales,Beratungsinhalt Beziehung allgemein,inhalt_beziehung_allgemein,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,487,Soziales,Beratungsinhalt Einsamkeit,inhalt_einsamkeit,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,71,Soziales,Beratungsinhalt Existenzprobleme,inhalt_existenzprobleme,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,312,Soziales,Beratungsinhalt Familie / Erziehung,inhalt_familie_erziehung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,68,Soziales,Beratungsinhalt Gewalt,inhalt_gewalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,306,Soziales,Beratungsinhalt Körperliches Leiden,inhalt_leiden_koerperlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,1,Soziales,Beratungsinhalt Medienerziehung/Swisscom,inhalt_medienerziehung_swisscom,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,256,Soziales,Beratungsinhalt Paarbeziehung,inhalt_paarbeziehung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,1203,Soziales,Beratungsinhalt Psychisches Leiden,inhalt_leiden_psychisch,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,49,Soziales,Beratungsinhalt Sexualität,inhalt_sexualitaet,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,0,Soziales,Beratungsinhalt Sorge wegen Infektion,inhalt_sorge_infektion,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,51,Soziales,Beratungsinhalt Spiritualität / Lebenssinn,inhalt_spiritualitaet_lebenssinn,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,85,Soziales,Beratungsinhalt Suchtverhalten,inhalt_suchtverhalten,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,77,Soziales,Beratungsinhalt Suizidalität,inhalt_suizidalitaet,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,119,Soziales,Beratungsinhalt Verlust / Trauer / Tod,inhalt_verlust_trauer_tod,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,325,Soziales,Beratungsinhalt Verschiedenes,inhalt_verschiedenes,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,NA,Soziales,Geschlecht Divers,geschlecht_divers,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,622,Soziales,Geschlecht Männlich,geschlecht_maennlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,45,Soziales,Geschlecht nicht bestimmbar,geschlecht_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,2063,Soziales,Geschlecht Weiblich,geschlecht_weiblich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,3901,Soziales,Kontaktaufnahmen total,kontaktaufnahmen_total,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,820,Soziales,Kontakthäufigkeit Erster Kontakt,kontakt_erstmalig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,868,Soziales,"Kontakthäufigkeit Gelegentlicher, wiederholter Kontakt",kontakt_gelegentlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,1042,Soziales,Kontakthäufigkeit Regelmässiger Kontakt,kontakt_regelmaessig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,NA,Soziales,Zusätzliche Beanspruchung aufgelegt,zus_beanspruchung_aufgelegt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,NA,Soziales,Zusätzliche Beanspruchung Chat ohne Inhalt,zus_beanspruchung_chat_ohne_inhalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,118,Soziales,Zusätzliche Beanspruchung Fehlanruf,zus_beanspruchung_fehlanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,13,Soziales,Zusätzliche Beanspruchung Juxanruf,zus_beanspruchung_juxanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,330,Soziales,Zusätzliche Beanspruchung Schweigeanruf,zus_beanspruchung_schweigeanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-10-31,710,Soziales,Zusätzliche Beanspruchung Verschobenes Gespräch,zus_beanspruchung_verschobenes_gespraech,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,587,Soziales,Alter 19 - 40 J.,alter_19_bis_40,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,927,Soziales,Alter 41 - 65 J.,alter_41_bis_65,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,52,Soziales,Alter bis 18 J.,alter_bis_18,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,189,Soziales,Alter nicht bestimmbar,alter_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,753,Soziales,Alter über 65 J.,alter_ue65,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,1269,Soziales,Beratungsinhalt Alltagsbewältigung,inhalt_alltagsbewaeltigung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,172,Soziales,Beratungsinhalt Arbeit / Ausbildung,inhalt_arbeit_ausbildung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,176,Soziales,Beratungsinhalt Beziehung allgemein,inhalt_beziehung_allgemein,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,515,Soziales,Beratungsinhalt Einsamkeit,inhalt_einsamkeit,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,89,Soziales,Beratungsinhalt Existenzprobleme,inhalt_existenzprobleme,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,311,Soziales,Beratungsinhalt Familie / Erziehung,inhalt_familie_erziehung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,49,Soziales,Beratungsinhalt Gewalt,inhalt_gewalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,299,Soziales,Beratungsinhalt Körperliches Leiden,inhalt_leiden_koerperlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,0,Soziales,Beratungsinhalt Medienerziehung/Swisscom,inhalt_medienerziehung_swisscom,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,253,Soziales,Beratungsinhalt Paarbeziehung,inhalt_paarbeziehung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,1101,Soziales,Beratungsinhalt Psychisches Leiden,inhalt_leiden_psychisch,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,39,Soziales,Beratungsinhalt Sexualität,inhalt_sexualitaet,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,0,Soziales,Beratungsinhalt Sorge wegen Infektion,inhalt_sorge_infektion,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,67,Soziales,Beratungsinhalt Spiritualität / Lebenssinn,inhalt_spiritualitaet_lebenssinn,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,105,Soziales,Beratungsinhalt Suchtverhalten,inhalt_suchtverhalten,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,124,Soziales,Beratungsinhalt Suizidalität,inhalt_suizidalitaet,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,83,Soziales,Beratungsinhalt Verlust / Trauer / Tod,inhalt_verlust_trauer_tod,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,280,Soziales,Beratungsinhalt Verschiedenes,inhalt_verschiedenes,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,NA,Soziales,Geschlecht Divers,geschlecht_divers,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,579,Soziales,Geschlecht Männlich,geschlecht_maennlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,29,Soziales,Geschlecht nicht bestimmbar,geschlecht_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,1900,Soziales,Geschlecht Weiblich,geschlecht_weiblich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,3543,Soziales,Kontaktaufnahmen total,kontaktaufnahmen_total,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,765,Soziales,Kontakthäufigkeit Erster Kontakt,kontakt_erstmalig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,888,Soziales,"Kontakthäufigkeit Gelegentlicher, wiederholter Kontakt",kontakt_gelegentlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,855,Soziales,Kontakthäufigkeit Regelmässiger Kontakt,kontakt_regelmaessig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,NA,Soziales,Zusätzliche Beanspruchung aufgelegt,zus_beanspruchung_aufgelegt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,NA,Soziales,Zusätzliche Beanspruchung Chat ohne Inhalt,zus_beanspruchung_chat_ohne_inhalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,90,Soziales,Zusätzliche Beanspruchung Fehlanruf,zus_beanspruchung_fehlanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,15,Soziales,Zusätzliche Beanspruchung Juxanruf,zus_beanspruchung_juxanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,293,Soziales,Zusätzliche Beanspruchung Schweigeanruf,zus_beanspruchung_schweigeanruf,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-11-30,638,Soziales,Zusätzliche Beanspruchung Verschobenes Gespräch,zus_beanspruchung_verschobenes_gespraech,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,640,Soziales,Alter 19 - 40 J.,alter_19_bis_40,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,963,Soziales,Alter 41 - 65 J.,alter_41_bis_65,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,44,Soziales,Alter bis 18 J.,alter_bis_18,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,178,Soziales,Alter nicht bestimmbar,alter_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,812,Soziales,Alter über 65 J.,alter_ue65,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,1324,Soziales,Beratungsinhalt Alltagsbewältigung,inhalt_alltagsbewaeltigung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,162,Soziales,Beratungsinhalt Arbeit / Ausbildung,inhalt_arbeit_ausbildung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,200,Soziales,Beratungsinhalt Beziehung allgemein,inhalt_beziehung_allgemein,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,467,Soziales,Beratungsinhalt Einsamkeit,inhalt_einsamkeit,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,82,Soziales,Beratungsinhalt Existenzprobleme,inhalt_existenzprobleme,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,361,Soziales,Beratungsinhalt Familie / Erziehung,inhalt_familie_erziehung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,60,Soziales,Beratungsinhalt Gewalt,inhalt_gewalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,282,Soziales,Beratungsinhalt Körperliches Leiden,inhalt_leiden_koerperlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,1,Soziales,Beratungsinhalt Medienerziehung/Swisscom,inhalt_medienerziehung_swisscom,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,274,Soziales,Beratungsinhalt Paarbeziehung,inhalt_paarbeziehung,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,1052,Soziales,Beratungsinhalt Psychisches Leiden,inhalt_leiden_psychisch,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,50,Soziales,Beratungsinhalt Sexualität,inhalt_sexualitaet,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,0,Soziales,Beratungsinhalt Sorge wegen Infektion,inhalt_sorge_infektion,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,66,Soziales,Beratungsinhalt Spiritualität / Lebenssinn,inhalt_spiritualitaet_lebenssinn,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,82,Soziales,Beratungsinhalt Suchtverhalten,inhalt_suchtverhalten,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,107,Soziales,Beratungsinhalt Suizidalität,inhalt_suizidalitaet,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,96,Soziales,Beratungsinhalt Verlust / Trauer / Tod,inhalt_verlust_trauer_tod,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,305,Soziales,Beratungsinhalt Verschiedenes,inhalt_verschiedenes,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,NA,Soziales,Geschlecht Divers,geschlecht_divers,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,643,Soziales,Geschlecht Männlich,geschlecht_maennlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,38,Soziales,Geschlecht nicht bestimmbar,geschlecht_unbestimmt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,1956,Soziales,Geschlecht Weiblich,geschlecht_weiblich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,3684,Soziales,Kontaktaufnahmen total,kontaktaufnahmen_total,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,931,Soziales,Kontakthäufigkeit Erster Kontakt,kontakt_erstmalig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,830,Soziales,"Kontakthäufigkeit Gelegentlicher, wiederholter Kontakt",kontakt_gelegentlich,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,876,Soziales,Kontakthäufigkeit Regelmässiger Kontakt,kontakt_regelmaessig,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,NA,Soziales,Zusätzliche Beanspruchung aufgelegt,zus_beanspruchung_aufgelegt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
2019-12-31,NA,Soziales,Zusätzliche Beanspruchung Chat ohne Inhalt,zus_beanspruchung_chat_ohne_inhalt,ZH,Anzahl,Dargebotene Hand,monatlich,ja,https://github.com/statistikZH/covid19monitoring_social_DargeboteneHand/blob/main/README.md
